#
# Simple integral summation of N=121001000 slices
#
# a=1 b=0 c=-2 d=1 pole at -d/c
#
0.1	-1.28201	-0.426699
0.2	-1.09396	-0.7722
0.3	-0.857899	-1.00224
0.4	-0.62996	-1.12845
0.5	-0.438064	-1.18045
0.6	-0.288518	-1.18567
0.7	-0.177117	-1.16333
0.8	-0.096343	-1.12531
0.9	-0.0386557	-1.07851
1	0.00237389	-1.02694
1.1	0.0318662	-0.972922
1.2	0.0537646	-0.91792
1.3	0.0710455	-0.862923
1.4	0.0859185	-0.808678
1.5	0.0999922	-0.755805
1.6	0.114404	-0.704849
1.7	0.129923	-0.656307
1.8	0.147021	-0.610632
1.9	0.165943	-0.568238
2	0.186744	-0.529489
2.1	0.209336	-0.494699
2.2	0.233514	-0.464127
2.3	0.258984	-0.437967
2.4	0.285387	-0.416353
2.5	0.312317	-0.399352
2.6	0.339335	-0.386962
2.7	0.36599	-0.379118
2.8	0.391829	-0.375689
2.9	0.416407	-0.376485
3	0.439302	-0.381258
3.1	0.460119	-0.389707
3.2	0.478501	-0.401487
3.3	0.494135	-0.416209
3.4	0.506756	-0.433455
3.5	0.516152	-0.452779
3.6	0.522168	-0.473715
3.7	0.524704	-0.495788
3.8	0.523722	-0.518521
3.9	0.519239	-0.541436
4	0.511331	-0.564072
4.1	0.500129	-0.585983
4.2	0.485814	-0.606748
4.3	0.468616	-0.625979
4.4	0.448809	-0.643323
4.5	0.426705	-0.658467
4.6	0.402648	-0.671146
4.7	0.377009	-0.68114
4.8	0.350181	-0.688284
4.9	0.32257	-0.692463
5	0.294587	-0.693616
5.1	0.266646	-0.691737
5.2	0.239155	-0.686871
5.3	0.212508	-0.679116
5.4	0.187081	-0.668619
5.5	0.163226	-0.655572
5.6	0.141264	-0.640211
5.7	0.121485	-0.622809
5.8	0.104135	-0.603672
5.9	0.0894213	-0.583136
6	0.0775051	-0.561559
6.1	0.0684995	-0.539314
6.2	0.062469	-0.516787
6.3	0.0594282	-0.494367
6.4	0.059342	-0.472443
6.5	0.0621262	-0.451394
6.6	0.0676491	-0.431587
6.7	0.0757338	-0.413369
6.8	0.0861608	-0.397061
6.9	0.0986715	-0.382956
7	0.112972	-0.371312
7.1	0.12874	-0.362348
7.2	0.145623	-0.356242
7.3	0.163254	-0.353127
7.4	0.181247	-0.353091
7.5	0.199209	-0.356171
7.6	0.216745	-0.362358
7.7	0.23346	-0.371593
7.8	0.248971	-0.38377
7.9	0.262909	-0.398734
8	0.274923	-0.416288
8.1	0.284691	-0.436192
8.2	0.291919	-0.458168
8.3	0.296348	-0.481903
8.4	0.297759	-0.507054
8.5	0.295973	-0.533253
8.6	0.290858	-0.560111
8.7	0.282328	-0.587226
8.8	0.270346	-0.614186
8.9	0.254925	-0.640574
9	0.236126	-0.66598
9.1	0.214059	-0.689999
9.2	0.188884	-0.712241
9.3	0.160805	-0.732339
9.4	0.130068	-0.749948
9.5	0.09696	-0.764755
9.6	0.061805	-0.776481
9.7	0.0249576	-0.784886
9.8	-0.0132003	-0.789774
9.9	-0.0522649	-0.790993
10	-0.0918158	-0.78844
10.1	-0.131422	-0.78206
10.2	-0.170648	-0.771851
10.3	-0.209058	-0.75786
10.4	-0.246226	-0.740186
10.5	-0.281736	-0.718978
10.6	-0.315194	-0.694431
10.7	-0.346226	-0.666786
10.8	-0.374493	-0.636328
10.9	-0.399685	-0.60338
11	-0.421535	-0.568298
11.1	-0.439816	-0.531471
11.2	-0.454349	-0.49331
11.3	-0.465001	-0.454247
11.4	-0.471692	-0.414728
11.5	-0.474395	-0.375205
11.6	-0.473133	-0.336132
11.7	-0.467983	-0.29796
11.8	-0.459075	-0.261127
11.9	-0.44659	-0.226057
12	-0.430755	-0.193148
12.1	-0.411846	-0.162773
12.2	-0.390178	-0.13527
12.3	-0.366106	-0.110939
12.4	-0.340021	-0.0900377
12.5	-0.312338	-0.0727774
12.6	-0.283498	-0.0593204
12.7	-0.253961	-0.0497767
12.8	-0.224195	-0.0442026
12.9	-0.194675	-0.0425993
13	-0.165874	-0.0449128
13.1	-0.138259	-0.0510339
13.2	-0.112281	-0.0607992
13.3	-0.0883723	-0.0739932
13.4	-0.0669377	-0.0903504
13.5	-0.0483512	-0.109559
13.6	-0.0329493	-0.131263
13.7	-0.0210266	-0.155071
13.8	-0.0128313	-0.180553
13.9	-0.00856155	-0.207256
14	-0.00836237	-0.234701
14.1	-0.0123231	-0.262395
14.2	-0.0204756	-0.289833
14.3	-0.0327935	-0.316509
14.4	-0.0491916	-0.341919
14.5	-0.0695268	-0.36557
14.6	-0.0935988	-0.386985
14.7	-0.121153	-0.405711
14.8	-0.151882	-0.421324
14.9	-0.18543	-0.433436
15	-0.221398	-0.441698
15.1	-0.259345	-0.44581
15.2	-0.298796	-0.445519
15.3	-0.339249	-0.440628
15.4	-0.380177	-0.430997
15.5	-0.42104	-0.416546
15.6	-0.461284	-0.397254
15.7	-0.500358	-0.373167
15.8	-0.537712	-0.344389
15.9	-0.572809	-0.31109
16	-0.605132	-0.273496
16.1	-0.634187	-0.231895
16.2	-0.659515	-0.186629
16.3	-0.680693	-0.138093
16.4	-0.697342	-0.0867253
16.5	-0.709134	-0.033011
16.6	-0.715794	0.0225305
16.7	-0.717104	0.0793488
16.8	-0.712908	0.13687
16.9	-0.703115	0.194501
17	-0.687698	0.251642
17.1	-0.666696	0.307689
17.2	-0.640217	0.362042
17.3	-0.608433	0.414113
17.4	-0.571583	0.463337
17.5	-0.529965	0.509173
17.6	-0.483938	0.551113
17.7	-0.433918	0.588691
17.8	-0.38037	0.621487
17.9	-0.323803	0.649132
18	-0.264767	0.671315
18.1	-0.203847	0.687786
18.2	-0.141652	0.698357
18.3	-0.0788104	0.702911
18.4	-0.015963	0.701398
18.5	0.0462461	0.693839
18.6	0.107177	0.680327
18.7	0.1662	0.661024
18.8	0.222707	0.63616
18.9	0.276117	0.606033
19	0.325882	0.571002
19.1	0.371496	0.531488
19.2	0.4125	0.487965
19.3	0.448491	0.440954
19.4	0.479124	0.391022
19.5	0.504115	0.338772
19.6	0.523251	0.284833
19.7	0.536389	0.229859
19.8	0.543457	0.174516
19.9	0.544458	0.119477
20	0.53947	0.0654094
20.1	0.528644	0.012973
20.2	0.512205	-0.0371934
20.3	0.490446	-0.0844775
20.4	0.46373	-0.128302
20.5	0.432481	-0.168131
20.6	0.397182	-0.203479
20.7	0.358369	-0.233915
20.8	0.316623	-0.259069
20.9	0.272567	-0.278638
21	0.226854	-0.292387
21.1	0.180162	-0.300158
21.2	0.133185	-0.301867
21.3	0.0866238	-0.297507
21.4	0.0411802	-0.287153
21.5	-0.00245549	-0.270954
21.6	-0.0436109	-0.249138
21.7	-0.0816403	-0.222008
21.8	-0.115933	-0.189938
21.9	-0.145922	-0.15337
22	-0.171089	-0.112809
22.1	-0.190973	-0.0688146
22.2	-0.205179	-0.0220001
22.3	-0.213376	0.0269791
22.4	-0.215311	0.0774315
22.5	-0.210804	0.128638
22.6	-0.199759	0.17986
22.7	-0.18216	0.230349
22.8	-0.158073	0.279354
22.9	-0.127649	0.326134
23	-0.091121	0.369962
23.1	-0.0488009	0.410141
23.2	-0.00107819	0.446004
23.3	0.0515844	0.47693
23.4	0.108656	0.502348
23.5	0.169543	0.521746
23.6	0.233596	0.534676
23.7	0.300115	0.540762
23.8	0.368363	0.539704
23.9	0.437565	0.531283
24	0.506926	0.515362
24.1	0.575634	0.491895
24.2	0.642875	0.460919
24.3	0.707835	0.422563
24.4	0.769718	0.377042
24.5	0.827748	0.324657
24.6	0.881185	0.265793
24.7	0.929328	0.200914
24.8	0.971528	0.130561
24.9	1.00719	0.055342
25	1.0358	-0.0240717
25.1	1.05689	-0.106952
25.2	1.07009	-0.192524
25.3	1.07511	-0.279974
25.4	1.07174	-0.368455
25.5	1.05988	-0.457104
25.6	1.03948	-0.545043
25.7	1.01064	-0.631396
25.8	0.973508	-0.715295
25.9	0.928341	-0.795889
26	0.875486	-0.872359
26.1	0.815373	-0.943922
26.2	0.748516	-1.00985
26.3	0.675504	-1.06945
26.4	0.596996	-1.12212
26.5	0.513716	-1.16732
26.6	0.426442	-1.20458
26.7	0.335997	-1.23351
26.8	0.243244	-1.25384
26.9	0.149072	-1.26536
27	0.05439	-1.26796
27.1	-0.0398879	-1.26164
27.2	-0.132849	-1.24648
27.3	-0.223594	-1.22267
27.4	-0.311248	-1.1905
27.5	-0.394967	-1.15032
27.6	-0.473954	-1.10261
27.7	-0.547462	-1.0479
